id,title,category,venue,year,presentation_or_honor,targeted_structure_read,citation_count,citation_source,citation_retrieved_at,review_numeric_scores_status,acceptance_evidence_url,fulltext_url,honor_url,citation_url,source_file
sampling_selection_S8,Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles,accepted_conference,NIPS,2017,ACCEPTED_PRESENTATION_UNVERIFIED,False,,,,NOT_VERIFIED,https://papers.nips.cc/paper/2017/hash/9ef2ed4b7fd2c810847ffa5fa85bce38-Abstract.html,https://papers.nips.cc/paper/2017/file/9ef2ed4b7fd2c810847ffa5fa85bce38-Paper.pdf,,,sampling_selection_sources.json
sampling_selection_S9,Hydra: Automatically Configuring Algorithms for Portfolio-Based Selection,accepted_conference,AAAI,2010,ACCEPTED_PRESENTATION_UNVERIFIED,False,,,,NOT_VERIFIED,https://ojs.aaai.org/index.php/AAAI/article/view/7565,https://ojs.aaai.org/index.php/AAAI/article/download/7565/7426,,,sampling_selection_sources.json
sampling_selection_X1,Large Language Monkeys: Scaling Inference Compute with Repeated Sampling,preprint,arXiv,2024,CONFERENCE_ACCEPTANCE_NOT_VERIFIED,True,,,,NOT_VERIFIED,https://arxiv.org/abs/2407.21787,https://arxiv.org/html/2407.21787v1,,,sampling_selection_sources.json
sampling_selection_X2,More Agents Is All You Need,journal,TMLR,2024,JOURNAL_ACCEPTED,False,,,,NOT_VERIFIED,https://openreview.net/forum?id=bgzUSZ8aeg,https://openreview.net/pdf?id=bgzUSZ8aeg,,,sampling_selection_sources.json
sampling_selection_X3,FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance,journal,TMLR,2024,JOURNAL_ACCEPTED,False,,,,NOT_VERIFIED,https://groups.google.com/g/tmlr-announce-weekly/c/wcAk_8urPr4,https://arxiv.org/abs/2305.05176,,,sampling_selection_sources.json
critical_evaluation_C01,Deep Reinforcement Learning at the Edge of the Statistical Precipice,accepted_conference,NeurIPS 2021,2021,Outstanding Paper Award,True,1021,Semantic Scholar Graph API,2026-09-26T08:04:39.413401+00:00,NOT_VERIFIED,https://proceedings.neurips.cc/paper/2021/hash/f514cec81cb148559cf475e7426eed5e-Abstract.html,https://proceedings.neurips.cc/paper/2021/file/f514cec81cb148559cf475e7426eed5e-Paper.pdf,https://proceedings.neurips.cc/paper/2021/hash/f514cec81cb148559cf475e7426eed5e-Abstract.html,https://www.semanticscholar.org/paper/558ca2e8c7eb56edd77a52b084e6cc24dffe5bcd,critical_evaluation_sources.json
critical_evaluation_C02,Implementation Matters in Deep RL: A Case Study on PPO and TRPO,accepted_conference,ICLR 2020,2020,,True,,,,NOT_VERIFIED,https://iclr.cc/virtual_2020/poster_r1etN1rtPB.html,https://arxiv.org/pdf/2005.12729,,,critical_evaluation_sources.json
critical_evaluation_C03,Are We Really Making Much Progress? A Worrying Analysis of Recent Neural Recommendation Approaches,accepted_conference,RecSys 2019,2019,Best Long Paper,False,714,Semantic Scholar Graph API,2026-09-26T08:04:39.413401+00:00,NOT_VERIFIED,https://recsys.acm.org/recsys19/accepted-contributions/,https://arxiv.org/pdf/1907.06902,https://recsys.acm.org/best-papers/,https://www.semanticscholar.org/paper/c7f948eaf0665fba5a34337fb3004698920c4a49,critical_evaluation_sources.json
critical_evaluation_C04,A Closer Look at Few-shot Classification,accepted_conference,ICLR 2019,2019,,False,2033,Semantic Scholar Graph API,2026-09-26T08:04:39.413401+00:00,NOT_VERIFIED,https://iclr.cc/Downloads/2019,https://arxiv.org/pdf/1904.04232,,https://www.semanticscholar.org/paper/9d5ec23154fb278a765f47ba5ee5150bd441d0de,critical_evaluation_sources.json
critical_evaluation_C05,Do ImageNet Classifiers Generalize to ImageNet?,accepted_conference,ICML 2019,2019,,True,2355,Semantic Scholar Graph API,2026-09-26T08:07:22.567683+00:00,NOT_VERIFIED,https://proceedings.mlr.press/v97/recht19a.html,https://proceedings.mlr.press/v97/recht19a/recht19a.pdf,,https://www.semanticscholar.org/paper/4e0bb8c1c683b43357c5d5216f6b74ff2cb32434,critical_evaluation_sources.json
critical_evaluation_C06,Measuring Robustness to Natural Distribution Shifts in Image Classification,accepted_conference,NeurIPS 2020,2020,,True,,,,NOT_VERIFIED,https://proceedings.neurips.cc/paper/2020/hash/d8330f857a17c53d217014ee776bfd50-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/d8330f857a17c53d217014ee776bfd50-Paper.pdf,,,critical_evaluation_sources.json
critical_evaluation_C07,Rethinking the Role of Demonstrations: What Makes In-Context Learning Work?,accepted_conference,EMNLP 2022,2022,,True,,,,NOT_VERIFIED,https://aclanthology.org/2022.emnlp-main.759/,https://aclanthology.org/2022.emnlp-main.759.pdf,,,critical_evaluation_sources.json
critical_evaluation_C08,Language Models Don't Always Say What They Think: Unfaithful Explanations in Chain-of-Thought Prompting,accepted_conference,NeurIPS 2023,2023,,False,,,,NOT_VERIFIED,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ed3fea9033a80fea1376299fa7863f4a-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/ed3fea9033a80fea1376299fa7863f4a-Paper-Conference.pdf,,,critical_evaluation_sources.json
critical_evaluation_C09,Why Do Multi-Agent LLM Systems Fail?,accepted_conference,NeurIPS 2025,2025,,False,,,,NOT_VERIFIED,https://papers.nips.cc/paper_files/paper/2025/hash/b1041e52d3be19f0a9bc491657488e4a-Abstract-Datasets_and_Benchmarks_Track.html,https://papers.nips.cc/paper_files/paper/2025/file/b1041e52d3be19f0a9bc491657488e4a-Paper-Datasets_and_Benchmarks_Track.pdf,,,critical_evaluation_sources.json
critical_evaluation_C10,Does Robustness on ImageNet Transfer to Downstream Tasks?,accepted_conference,CVPR 2022,2022,,False,,,,NOT_VERIFIED,https://openaccess.thecvf.com/content/CVPR2022/html/Yamada_Does_Robustness_on_ImageNet_Transfer_to_Downstream_Tasks_CVPR_2022_paper.html,https://openaccess.thecvf.com/content/CVPR2022/papers/Yamada_Does_Robustness_on_ImageNet_Transfer_to_Downstream_Tasks_CVPR_2022_paper.pdf,,,critical_evaluation_sources.json
critical_evaluation_C11,AstaBench: Rigorous Benchmarking of AI Agents with a Scientific Research Suite,accepted_conference,ICLR 2026,2026,Oral presentation,True,43,Semantic Scholar Graph API,2026-09-26T08:07:22.567683+00:00,NOT_VERIFIED,https://iclr.cc/virtual/2026/events/oral,https://arxiv.org/pdf/2510.21652,https://iclr.cc/virtual/2026/events/oral,https://www.semanticscholar.org/paper/083152cf82efbde68c6210e1916f2b3984480af9,critical_evaluation_sources.json
critical_evaluation_C12,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,accepted_conference,ICLR 2026,2026,,False,,,,NOT_VERIFIED,https://iclr.cc/virtual/2026/papers.html,,,,critical_evaluation_sources.json
additional_R1,Rethinking the Value of Network Pruning,accepted_conference,ICLR,2019,,True,1699,Semantic Scholar Graph API,2026-09-26T08:04:39.413401+00:00,NOT_VERIFIED,https://arxiv.org/pdf/1810.05270,https://arxiv.org/pdf/1810.05270,,https://www.semanticscholar.org/paper/4a1004ecd34118116344633c7cdcc34493c423ee,additional_sources.json
additional_R2,"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks",accepted_conference,ICLR,2019,Best Paper,True,4470,Semantic Scholar Graph API,2026-09-26T08:04:39.413401+00:00,NOT_VERIFIED,https://arxiv.org/pdf/1803.03635,https://arxiv.org/pdf/1803.03635,https://iclr.cc/Conferences/2019/Awards,https://www.semanticscholar.org/paper/21937ecd9d66567184b83eca3d3e09eb4e6fbd60,additional_sources.json
additional_R3,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,accepted_conference,NeurIPS,2022,,True,22167,Semantic Scholar Graph API,2026-09-26T08:04:39.413401+00:00,NOT_VERIFIED,https://papers.neurips.cc/paper_files/paper/2022/hash/9d5609613524ecf4f15af0f7b31abca4-Abstract-Conference.html,https://papers.nips.cc/paper/2022/file/9d5609613524ecf4f15af0f7b31abca4-Paper-Conference.pdf,,https://www.semanticscholar.org/paper/1b6e810ce0afd0dd093f789d2b2742d047e316d5,additional_sources.json
additional_R4,τ-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,accepted_conference,ICLR,2025,,True,1238,Semantic Scholar Graph API,2026-09-26T08:07:22.567683+00:00,NOT_VERIFIED,https://proceedings.iclr.cc/paper_files/paper/2025/file/1b126cc38b8638e07bef37e7b2bb72bf-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/1b126cc38b8638e07bef37e7b2bb72bf-Paper-Conference.pdf,,https://www.semanticscholar.org/paper/70aa016c1f68fd5c0261f26ad20017b8307650af,additional_sources.json
additional_R5,C-Evolve: Consensus-based Evolution for Prompt Groups,accepted_conference,ICLR,2026,,False,,,,NOT_VERIFIED,https://proceedings.iclr.cc/paper_files/paper/2026/hash/3f1351a10a3f904e6f3845a94275a909-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/3f1351a10a3f904e6f3845a94275a909-Paper-Conference.pdf,,,additional_sources.json
deepseek_glm_D01,DeepSeek-V3 Technical Report,corporate_report_or_card,,2024,,True,,,,NOT_APPLICABLE,,https://arxiv.org/pdf/2412.19437v2,,,corporate_deepseek_glm.json
deepseek_glm_D02,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,corporate_report_or_card,,2025,,True,,,,NOT_APPLICABLE,,https://arxiv.org/pdf/2501.12948v1,,,corporate_deepseek_glm.json
deepseek_glm_D03,ChatGLM: A Family of Large Language Models from GLM-130B to GLM-4 All Tools,corporate_report_or_card,,2024,,True,,,,NOT_APPLICABLE,,https://arxiv.org/pdf/2406.12793,,,corporate_deepseek_glm.json
deepseek_glm_D04,"GLM-4.5: Agentic, Reasoning, and Coding (ARC) Foundation Models",corporate_report_or_card,,2025,,True,,,,NOT_APPLICABLE,,https://arxiv.org/pdf/2508.06471v1,,,corporate_deepseek_glm.json
kimi_K1,Kimi k1.5: Scaling Reinforcement Learning with LLMs,corporate_report_or_card,,2025,,True,,,,NOT_APPLICABLE,,https://arxiv.org/html/2501.12599v1,,,corporate_kimi.json
kimi_K2,Kimi K2: Open Agentic Intelligence,corporate_report_or_card,,2025,,True,,,,NOT_APPLICABLE,,https://arxiv.org/html/2507.20534v1,,,corporate_kimi.json
openai_anthropic_gpt4,GPT-4 Technical Report,corporate_report_or_card,,2023,,True,,,,NOT_APPLICABLE,,https://cdn.openai.com/papers/gpt-4.pdf,,,corporate_openai_anthropic.json
openai_anthropic_gpt4o,GPT-4o System Card,corporate_report_or_card,,2024,,True,,,,NOT_APPLICABLE,,https://cdn.openai.com/gpt-4o-system-card.pdf,,,corporate_openai_anthropic.json
openai_anthropic_claude3,"The Claude 3 Model Family: Opus, Sonnet, Haiku",corporate_report_or_card,,2024,,True,,,,NOT_APPLICABLE,,https://assets.anthropic.com/m/61e7d27f8c8f5919/original/Claude-3-Model-Card.pdf,,,corporate_openai_anthropic.json
openai_anthropic_claude4,System Card: Claude Opus 4 & Claude Sonnet 4,corporate_report_or_card,,2025,,True,,,,NOT_APPLICABLE,,https://www-cdn.anthropic.com/07b2a3f9902ee19fe39a36ca638e5ae987bc64dd.pdf,,,corporate_openai_anthropic.json
